L1;L2;L3;L4;T1;T2;T3;T4;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;R1;R2;R3;R4;R5;R6;I1;I2;I3;I4;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;E13;E14;E15;E16;E17;E18;E19;E20;E21;E22;B4;B5;B6
3,911758415;2,870262702;0,722130398;1,041495712;5,465590096;3,022550005;1,03921544;1,252338224;0,222705008;0,182141241;0,744123;0,347370675;0,258569006;4,490244781;1,253175006;0,475657404;0,202026856;15,58606742;34679000;473640000;0,817858759;1,063795971;0,222705008;0,377909366;0,043815744;0,062123807;0,051640486;0,068520395;0,072830387;0;0;0;0,346153846;117680,8919;111,4;105,9;107,2;109,2;5,2;6;2505,022053;1;1;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,220747303;0,781187571;0,020460291;0,439559732;4,053948249;2,164649077;1,572586286;4,459901365;1,876023709;0,65229772;0,32609623;0,735177234;0,132941839;0,533042304;1,312962195;0,112734059;0,238363447;2,255663898;93689;376572;0,34770228;4,962678154;1,876023709;0,345089768;0,039424688;0,093418134;0,104997185;0,138496755;0,120187985;0;0;0;4,875;117680,8919;111,4;105,9;107,2;109,2;5,2;6;658,5075207;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
10,73821448;0,566956995;0,124605335;10,17125749;42,00344555;2,334968306;0,476844618;0,933633054;0,788350089;0,44082537;0,521914578;0,203842672;0,184859752;1,268471983;0,702341875;-1,162576485;-0,423808028;3,297599169;177734000;538219000;0,55917463;0,488056862;0,788350089;0,249145642;0,130916764;0,187896574;0,23008478;0,228851271;0,199452837;0;0;0;0,25;117680,8919;111,4;105,9;107,2;109,2;5,2;6;371,9239456;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,885277202;0,995216718;0,080853327;0,812404822;5,785426134;2,670376088;2,133853439;4,283682267;1,716883802;0,631931259;0,345560083;0,814738624;0,382580094;0,5824506;1,986753793;0,224375474;0,496666369;2,154178674;8970;257827;0,368068741;2,7149135;1,716883802;0,486331781;-0,002046084;0,014305045;-0,004976205;0,018640406;0,124187989;0;0;0;0,181818182;117680,8919;111,4;105,9;107,2;109,2;5,2;6;387,4626729;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
2,6759072;1,00176754;0,224674855;1,664216774;5,14834155;1,970127079;1,584141552;-28,23918098;-9,624261758;1,115954743;-0,202940169;0,813500186;0,509491069;-0,103904073;-0,621720136;-0,371794084;2,608440747;0,034684963;1739;-46394;-0,115952243;2,019773538;-9,624261758;0,132994801;-0,091201527;0,003811937;0,896797;1,043195241;-0,011792169;0;0;0;0,142857143;117680,8919;111,4;105,9;107,2;109,2;5,2;6;4897,766763;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,776134769;0,138428784;0,006794434;0,606421352;12,99237403;1,964843189;0,922539046;4,48904386;3,927821681;0,797070579;0,063545711;0,507734685;-0,146448976;0,254594043;0,412235871;-0,569856469;-1,425795693;1,11472315;48418;248274;0,202929421;8,889412274;3,927821681;0,2811308;0,013076919;0,041353164;0,061669768;0,020070567;0,036250621;0;0;0;0,956521739;117680,8919;111,4;105,9;107,2;109,2;5,2;6;387,4626729;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,22261255;0,623026435;0,169371391;0,594769206;5,87458943;2,146474882;1,136512206;2,399158046;0,63291999;0,387600123;0,156876635;0,46970273;0,085523187;1,579978538;1,15482374;0,174796954;0,134066988;2199,005682;387025;1130778;0,612399877;3,658397978;0,63291999;0,349942731;0,136187508;0,189541789;0,245920066;0,342108707;0,230585329;0;0;0;0,322580645;117680,8919;111,4;105,9;107,2;109,2;5,2;6;4904,076843;1;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,167352428;0,35118463;0,054517116;0,80507173;9,034304199;1,970098756;1,770623533;5,027602282;2,803905167;0,737112269;0,042118651;0,860469797;0,123357528;0,356645443;1,884091941;0,143360672;0,469240339;4,570698748;27735;282139;0,262887731;6,887601784;2,803905167;0,250967301;0,020541636;0,035629911;0,056674193;0,07679548;0,016831763;0;0;0;0,333333333;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
5,665206393;2,375464579;0,833825587;3,256928056;9,838239851;2,608887352;1,170730839;1,371513184;0,161705652;0,139196751;0,812048259;0,481161017;0,396228363;6,184075741;1,659095168;0,710706508;0,397261821;3418,478873;242712;717192;0,860803249;0,921572035;0,161705652;0,510415676;0,116719331;0,308627015;0,127986648;0,33832084;0,27157399;0;0;0;0,307692308;117680,8919;111,4;105,9;107,2;109,2;5,2;6;3206,908034;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,013213864;0,5400138;6,98E-06;0,472843555;1,308815132;0,708939654;0,65564135;132,9972527;-34,53314422;1,029821242;-0,029824387;0,913419716;0,011912395;-0,028957688;-0,344434557;-0,127434873;3,903309149;-0,792151633;-119988;-94838;-0,029821242;17,12314745;-34,53314422;-0,056331068;-0,071754086;-0,03915853;2,318332314;2,862646054;-0,061256154;0;0;0;3,428571429;106455,172;106,5;103,7;104,9;112,3;5,5;5,3;2223,355798;0;0;9,466666667;11,48333333;0,032309052;0,138188609;1436,184167;-0,009019002;1415,2975;-0,044642064;108,2583333;-0,029087757;53;-0,018518519;2;1;1
2,165782134;1,308565583;0,268850915;0,853280807;3,217038442;1,438151592;1,290890188;2,017866052;0,743953482;0,42659021;0,562864982;0,914207969;0,492093503;1,344170066;6,683718558;0,533377279;0,850382689;13917,44444;125257;1087568;0,57340979;4,481700627;0,743953482;0,099918725;0,060480971;0,075427784;0,092349168;0,115163374;0,053841991;0;0;0;0,027777778;117680,8919;111,4;105,9;107,2;109,2;5,2;6;1447,627713;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,004204004;0,473049628;0,347361748;0,522130277;15,64210074;1,696665411;1,646508199;67,11517565;48,02201344;0,979601001;0,016684755;0,981970317;0,004110925;0,020823783;1,131411973;0,002412819;0,11614865;1,377999616;35890;55221;0,020398999;9,231911432;48,02201344;0,021644307;0,003789863;0,017269956;0,142626899;0,179257479;0,020752934;0;0;0;1,15;117680,8919;111,4;105,9;107,2;109,2;5,2;6;1598,927743;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,568952771;0,542066612;0,034045122;0,021520017;3,774815523;3,303892959;0,866123408;1,547261712;0,947830666;0,48660835;-0,265642447;0,271356119;-0,205583503;1,055040775;0,70458514;-0,793246272;-0,419274895;1038,5616;-85568000;349439000;0,51339165;6,578885948;0,947830666;-0,251364828;-0,118787044;-0,125163095;-0,232398215;-0,244872496;-0,335764118;0;0;0;0,25;117680,8919;111,4;105,9;107,2;109,2;5,2;6;940,5997274;0;1;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
8,781833284;4,293160732;1,932495956;4,339409943;13,70294504;3,997772535;0,950956119;1,018746348;0,068994326;0,06454134;0,916548849;0,260389975;0,230738993;14,49394539;1,264799865;0,752135848;0,209361079;1569,447811;1398378;8698121;0,93545866;0,379295591;0,068994326;0,766398456;0,120594745;0,152455007;0,127170339;0,16066539;0,171592521;0;0;0;0,088888889;117680,8919;111,4;105,9;107,2;109,2;5,2;6;658,5075207;1;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
10,70246027;4,497906215;3,45008261;6,159319895;16,01013756;1,28859444;1,089183749;1,237150499;0,136093671;0,119790889;0,836649854;0,836110086;0,75798692;7,34788026;5,370733873;0,856728329;0,813805706;5194,541176;441536;1875326;0,880209111;0,845393411;0,136093671;0,254692452;0,149992486;0,203551418;0,173494102;0,235399605;0,177369915;0;0;0;0,40625;117680,8919;111,4;105,9;107,2;109,2;5,2;6;658,5075207;1;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,38397682;0,930777918;0,000102081;0,452902289;1,267798645;0,919051592;0,814568856;2,11299967;1,908581282;0,65618977;0,333214563;0,905762552;0,25129888;0,523949391;3,648339791;0,275538861;0,725902724;2,393769202;222058;818246;0,34381023;11,53615585;1,908581282;0,152510158;0,051686306;0,111640932;0,125641922;0,158012383;0,110292012;0;0;0;0,5;117680,8919;111,4;105,9;107,2;109,2;5,2;6;387,4626729;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
3,099842461;2,867354589;1,419806533;0,202424548;2,238594551;1,139953632;1,003014146;-57,97422381;-19,37687551;1,054416215;-0,114393494;0,86189905;0,583852968;-0,051607908;-0,394032151;-0,223363937;3,53786397;-1,426886403;-224766;-234670;-0,054416215;3,063928681;-19,37687551;0,135777633;-0,065700367;-0,04800549;1,310840755;1,629051984;0,00749989;0;0;0;13;117680,8919;111,4;105,9;107,2;109,2;5,2;6;3116,850407;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;2;1;1
0,783843229;0,74397297;0,016345513;0,018661106;1,216310118;1,123419025;0,860617742;10,0840898;42,83225086;0,977185748;0,01337399;0,763394806;-0,210517805;0,023346894;0,096423292;-0,280052918;-9,370938229;1038,5616;-269723;-712709;0,022814252;18,07543712;42,83225086;-0,078095852;-0,068456769;-0,082348588;0,31460526;-2,711765061;-0,118621382;1;0;0;0,16;106455,172;106,5;103,7;104,9;112,3;5,5;5,3;1010,094475;0;0;9,466666667;11,48333333;0,032309052;0,138188609;1436,184167;-0,009019002;1415,2975;-0,044642064;108,2583333;-0,029087757;53;-0,018518519;2;1;1
1,203769189;1,184870214;0,012856217;0,009950178;3,846513908;3,739547132;2,018443139;6,203488772;2,171978681;0,684739369;0,117274009;0,494392663;0,083688794;0,460409676;0,623528592;-0,385011186;-0,603775692;1,881800108;124944;868504;0,315260631;2,639731789;2,171978681;0,126081546;0,020844432;0,049032056;0,061158037;0,067412548;0,053128873;0;0;0;0,608695652;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;2;1;1
0,978027173;0,973125697;0,326102371;0,004849511;8,540037813;5,885958147;5,246587499;171,9598653;33,82220206;0,971282689;0,028701029;0,94993927;-0,021341791;0,029566378;0,573649462;-0,022468193;-0,743224855;41,77678571;9358;17638;0,028717311;3,015889466;33,82220206;0,032204422;0,016951157;0,020684434;0,434799864;0,517859168;0,003529588;0;0;0;1,375;117680,8919;111,4;105,9;107,2;109,2;5,2;6;85,08877767;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,613399876;0,276144384;0,001086283;0,179267939;6,706957595;2,622698768;1,176276373;39,96991693;33,5237496;0,971034432;0,028960409;0,419230622;-0,264223417;0,029829599;0,049874475;-1,316229733;-19,05033657;1,467191297;114102;84233;0,028965568;8,234234894;33,5237496;0,075290293;0,009557352;0,046337766;0,279391687;0,431339261;0,049447947;0;0;0;1,095238095;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;2;1;1
0,869331358;0,095707994;0,021859758;0,772518192;1,642443066;0,718795938;0,718144889;-59,36251275;-7,652945553;1,150309362;-0,146277727;1;-0,150309362;-0,130668642;39,66627765;-0,150309362;1;-5,106637376;-162723;-204308;-0,150309362;7,498156102;-7,652945553;-0,001539403;-0,058784777;-0,046700363;-0,73956708;0,95242477;-0,019494802;0;0;0;0,285714286;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;2;1;1
1,003921315;0,706785861;0,02415373;0,00051499;3,268350647;2,106359855;2,106122439;852,2925136;248,2901376;0,99598861;0,003988389;0,999894195;0,003905585;0,004027546;37,91304348;0,003905998;0,973623853;1,331077736;8065;1744;0,00401139;6,045366284;248,2901376;0,041536051;0,003604389;0,019761659;0,843463303;1,150229358;-0,009374815;0;0;0;0,483870968;117680,8919;111,4;105,9;107,2;109,2;5,2;6;681,8329935;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
2,2738097;2,248433453;0,070813851;0,02188322;2,501081828;2,410630096;0,858201881;2,847148921;2,578555805;0,720557662;-0,071433773;0,372339777;0,208588265;0,387813984;0,445212756;-0,935215376;-1,246117133;-1,198744269;-486092;2536528;0,279442338;2,363528212;2,578555805;-0,052789918;-0,082802826;-0,055278303;-0,287057742;-0,351501344;-0,070864583;0;0;0;0,060606061;117680,8919;111,4;105,9;107,2;109,2;5,2;6;940,5997274;1;1;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,657506848;1,179708899;7,11E-06;0,477797949;1,50232348;1,011033757;0,990390397;3,52743211;1,437707497;0,589778511;0,019854631;0,97756192;0,387783409;0,695551774;18,28237931;0,396684242;0,945302524;5,261957322;7151000;195786000;0,410221489;6,368873972;1,437707497;0,028860312;0,008526515;0,013353725;0,023321382;0,029583321;0,007849385;0;0;0;0,5;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;1;1;0
2,452635031;1,669632679;0,560895232;0,567375373;3,160960912;1,625944857;1,370530889;2,287700429;0,560900277;0,359344082;0,636661679;0,866237739;0,513051175;1,782848111;4,789511717;0,585166905;0,791210449;26,1200649;482960;801975;0,640655918;3,813894508;0,560900277;0,663977665;0,3820807;0,475825004;0,48356869;0,579157704;0,342046695;0;0;0;0;117680,8919;111,4;105,9;107,2;109,2;5,2;6;2505,022053;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,273938948;0,261706576;0,010433189;0,952524335;11,03699259;4,098243306;4,098243306;227,3392542;41,03746417;0,976211695;0,023772071;1;0,215033027;0,024367977;39,66627765;0,023788305;1;1,765586605;30896;14654;0,023788305;2,731167623;41,03746417;0,030890834;0,02061275;0,059596811;-0,73956708;0,914221373;0,014025706;0;0;0;0;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
2,260334236;2,097925186;0,803423797;0,133623666;7,504152993;4,684143484;2,572155558;3,677550304;0,402337636;0,286904969;0,695145265;0,625069457;0,348530949;2,485474665;1,901939022;0,541003058;0,474220788;1038,5616;88994000;291319000;0,713095031;1,362893619;0,402337636;0,133650999;0,182872259;0,230123072;0,242761372;0,305485377;0,085784543;0;0;0;0,219512195;117680,8919;111,4;105,9;107,2;109,2;5,2;6;1693,000496;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,631856671;0,615397193;0,320647677;1,24E-05;2,283175039;1,240162599;0,305253675;0,381051251;0,329994714;0,248117312;0,155629221;0,150175757;-0,087498013;3,03035157;0,88475081;-0,652179538;-0,130261751;1038,5616;14459;1276975;0,751882688;9,590581862;0,329994714;0,373777706;0,004249405;0,00873875;0,005505981;0,011322853;0,046403653;0;0;0;0,222222222;117680,8919;111,4;105,9;107,2;109,2;5,2;6;4884,392534;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,728450106;0,232585013;0,070526609;0,469597299;6,269288956;2,940026314;0,333519023;4,060472446;16,73336251;0,943609115;0,028492931;0,112284435;-0,041857124;0,059760852;0,063523596;-7,403739291;-14,74218193;-0,303795523;-17793;105225;0,056390885;6,206289979;16,73336251;0,401912148;-0,038015917;-0,01068674;-0,601520551;-0,726502964;0,053677678;0;0;0;0;117680,8919;111,4;105,9;107,2;109,2;5,2;6;1029,530923;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,84430004;0,829418661;0,011706066;1,004157846;8,011366402;3,521733011;3,078210655;6,486182002;0,979237726;0,494754982;0,225677638;0,912476633;0,417721651;1,021202486;5,772687183;0,457788875;0,826770451;6,782546083;117745;242170;0,505245018;2,27461431;0,979237726;0,137964188;0,242539884;0,28970691;0,407048767;0,414522856;0,023491073;0;0;0;0;117680,8919;111,4;105,9;107,2;109,2;5,2;6;1029,530923;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
4,012188006;1,913763371;0,045095624;1,940732577;8,444729138;3,650961988;1,454052477;1,737568234;0,200741468;0,167181257;0,823023865;0,372624435;0,279751311;4,981531768;1,327464424;0,551341132;0,246684143;480,0858369;223720;691601;0,832818743;0,880277504;0,200741468;1,164418954;0,239309383;0,30940553;0,250196284;0,322807515;0,198821921;0;0;0;1;117680,8919;111,4;105,9;107,2;109,2;5,2;6;5838,637908;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
7,871653004;0,859495952;0,027156671;7,012157052;17,25844092;1,433946221;0,653438845;0,703082752;0,077453589;0,071885777;0,855409397;0,465254183;0,406149166;12,91095762;1,735617545;0,84549139;0,4238362;248,5935829;92974000;628143000;0,928114223;0,89212867;0,077453589;0,094023984;0,148255691;0,150734591;0,145579908;0,149667209;0,085943257;0;0;0;0,333333333;117680,8919;111,4;105,9;107,2;109,2;5,2;6;371,9239456;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
7,7514562;2,200422583;1,519701527;5,550881334;20,20722276;1,903243175;1,107408182;1,231592463;0,085119592;0,078442591;0,771682662;0,583913712;0,508584162;11,74817658;2,21482283;0,865660646;0,548496617;81,48629442;160528000;654164000;0,921557409;0,707470801;0,085119592;0,236660214;0,24578749;0,255287952;0,236261855;0,246712226;0,177368884;0;0;0;0,333333333;117680,8919;111,4;105,9;107,2;109,2;5,2;6;371,9239456;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,921047513;0,885520673;0,031658137;0,034994624;2,643383429;2,460056471;1,890010804;-20,86274862;-12,70955913;1,085400312;-0,085460417;0,668836075;-0,057332842;-0,078680935;-0,257879271;-0,62281963;4,877783565;-11,09721242;-62899;-142084;-0,085400312;6,235713401;-12,70955913;-0,020270703;-0,049819573;-0,05113162;0,431329354;0,482580727;-0,020690106;0;0;0;0,043478261;117680,8919;111,4;105,9;107,2;109,2;5,2;6;940,5997274;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
3,637628862;0,867702323;0,014291248;2,702275863;3,43904886;0,9181364;0,907293925;4,21551349;3,317308229;0,768374194;0,230669385;0,988341993;0,716642479;0,301449227;19,86838771;0,222562434;0,94966879;1,017190737;32899;125449;0,231625806;3,345057909;3,317308229;0,112573765;0,000764824;0,056543668;-0,73956708;0,00443208;-0,011985361;0;0;0;0,307692308;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
2,604654178;0,418958497;0,068439631;2,184016217;8,185096303;1,220367662;1,023551051;7,273088723;6,093555853;0,859026979;0,140934859;0,843388115;0,519587696;0,164107793;0,900142549;-0,018542903;-0,110935152;1,10043323;37593000;73881000;0,140973021;3,851942367;6,093555853;0,375587734;0,004600238;0,072784829;0,032159825;0,046439545;0,065248109;0;0;0;0,818181818;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,181822385;1,147242708;0,009452439;0,008086756;5,532686398;5,308725315;3,271339426;6,952925159;1,410608032;0,585166901;0,414822986;0,657916655;0,101219927;0,708914154;1,212666753;0,110575942;0,175371141;1,035835622;22257;451243;0,414833099;2,289454333;1,410608032;0,020537196;0,000708072;0,022939673;0,001522461;0,001706398;0,010448061;0;0;0;3;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,851555002;1,3624068;0,852794153;0,486416798;7,752907796;2,998788088;2,517745883;16,62834231;5,402439759;0,843809542;0,156166936;0,825974661;0,379876835;0,185101555;0,897515612;-0,021592527;-0,114186747;1,948449221;36625;66399;0,156190458;2,043797351;5,402439759;0,047520224;0,031868312;0,082813745;0,212262233;0,268493976;0,014597321;0;0;0;0,625;117680,8919;111,4;105,9;107,2;109,2;5,2;6;673,0399251;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,273542787;0,566238703;0,020664715;0,645526791;4,172696919;1,270897815;1,25227858;10,06881428;3,370320611;0,771183835;0,204223118;0,982135611;0,210951775;0,296707677;12,80850771;0,214788847;0,921926892;178,6418919;52878000;93041000;0,228816165;5,138341583;3,370320611;0,149368912;0,069456937;0,090421584;0,436560226;0,565148698;0,089039702;0;0;0;0,03125;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,496035955;0,396061303;0,000202784;0,099964903;4,87554024;3,458464918;1,752712397;-16,40474055;-5,024779883;1,248460793;-0,301991233;0,527011742;-0,535434914;-0,199013693;-0,525300128;-1,36894303;2,903673626;-5,048517429;-149320000;-119936000;-0,248460793;8,010996649;-5,024779883;0,087809623;-0,333580114;-0,340670961;1,219083511;1,491603855;0,039662395;0;0;0;2,692307692;117680,8919;111,4;105,9;107,2;109,2;5,2;6;387,4626729;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,48750429;0,379429934;0,139998509;0,099418686;4,308637894;2,307698281;0,47618721;1,78304335;3,404873032;0,7729787;0,059001174;0,171069052;-0,179838735;0,293696708;0,27387239;-3,518518648;-2,651335579;-3,114264099;-444583;1136623;0,2270213;8,650799793;3,404873032;0,206196318;-0,089951308;-0,086868586;-0,405024357;-0,516741259;0,095577926;0;0;0;0,833333333;117680,8919;111,4;105,9;107,2;109,2;5,2;6;8428,273678;0;1;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;2;1;1
0,983218497;0,725841158;0,075572642;0,257074585;2,644517345;1,94444359;1,905094311;884,1492711;694,6177715;0,998562429;0,001417295;0,981137202;-0,01674598;0,001439641;0,076211975;-0,017760235;-12,1212976;-3,319148936;-156000;709000;0,001437571;7,789653344;694,6177715;0,01092451;-0,0007463;-0,000391996;-0,418899859;-0,286318759;-0,00223832;0;0;0;4;117680,8919;111,4;105,9;107,2;109,2;5,2;6;387,4626729;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
3,098230464;2,690379977;0,98946306;0,395719758;3,314258349;2,02696326;1,846587066;3,163271223;0,463959125;0,316920819;0,65350575;0,910085827;0,616342079;2,155362283;7,597013405;0,651768207;0,868369325;1038,5616;224312;596753;0,683079181;1,838672004;0,463959125;0,380321389;0,192441208;0,247316517;0,292484495;0,375887511;0,144130368;0;0;0;0;117680,8919;111,4;105,9;107,2;109,2;5,2;6;85,08877767;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,332357724;0,582801716;0,267067288;0,727097562;17,42674119;5,318777059;4,386530538;15,58183493;1,741926108;0,635292871;0,237523635;0,842002401;0,210038188;0,574077164;2,308308046;0,245497554;0,566782258;34,12193503;770951;1434655;0,364707129;1,80535422;1,741926108;0,11183642;0,198668934;0,204660205;0,521645971;0,521628545;0,051179998;0;0;0;0,115384615;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,142711395;0,12650924;0,019039897;0,016202155;27,22307518;18,16421007;0,306311573;-2,206279746;-4,002182846;1,333090971;-0,726007488;0,016114918;-0,096804711;-0,249863647;-0,338546622;-81,72403182;3,953802916;-1,711281892;-314638;-436586;-0,333090971;4,226409886;-4,002182846;1,059289932;-0,358797158;-0,229344621;1,127461714;1,141811693;0,355108762;0;0;0;3,454545455;117680,8919;111,4;105,9;107,2;109,2;5,2;6;681,8329935;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
