L1;L2;L3;L4;T1;T2;T3;T4;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;R1;R2;R3;R4;R5;R6;I1;I2;I3;I4;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;E13;E14;E15;E16;E17;E18;E19;E20;E21;E22;B4;B5;B6
1,019958223;0,564729612;0,005657209;0,452632812;1,7530698;0,995779062;0,988077872;59,63481291;42,4015712;0,976959359;0,023031063;0,992330641;0,019417615;0,023584032;3,004245754;0,01549008;0,66713775;1038,5616;20606;24058;0,023040641;12,49807922;42,4015712;0,239283813;0,01560341;0,020874107;0,640244409;0,856513426;0,032220032;0;0;0;4;117680,8919;111,4;105,9;107,2;109,2;5,2;6;85,08877767;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,691334147;0,394058055;0,201078402;0,187869046;15,11647609;4,014821131;1,953089116;42,68775177;37,07641703;0,973737025;0,026257833;0,447192523;-0,199661859;0,026971322;0,047508358;-1,177444781;-20,04892805;5,938627166;151144;51075;0,026262975;4,153168843;37,07641703;0,210361184;0,05369803;0,081215765;1,956593245;2,460949584;0,028747083;0;0;0;1,59226846;117680,8919;111,4;105,9;107,2;109,2;5,2;6;1447,627713;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,865410761;0,619716134;0,066846572;0,242137717;6,604782273;4,574143836;1,955862917;4,132157215;0,946150881;0,486165225;0,32282686;0,402659766;-0,062621906;1,056913882;0,860204529;-0,207384662;-0,162514223;-10,6031746;-16032;321659;0,513834775;2,589765324;0,946150881;0,091491977;-0,014354407;-0,023233705;-0,03079348;-0,054542402;-0,006355179;0;0;0;1;117680,8919;111,4;105,9;107,2;109,2;5,2;6;85,08877767;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,231221707;1,073051727;0,064319633;0,154524455;1,579455866;1,196582844;1,169706749;5,257992277;4,02207808;0,800880385;0,198585269;0,983885324;0,184772281;0,248627694;12,35650324;0,186003758;0,919070956;1038,5616;13028;139369;0,199121044;9,162180535;4,02207808;0,097107444;0,015981886;0,020802479;0,071816545;0,093478464;0,016196758;0;0;0;0,333333333;117680,8919;111,4;105,9;107,2;109,2;5,2;6;1030,637623;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,000471311;0,667532658;0,003510756;0,3326145;4,720268542;3,487214373;3,474068532;867,9343186;253,0652137;0,996064003;0,003929243;0,996533458;0,000469456;0,003951551;1,135424786;0,000471089;0,119272353;1038,5616;866;5827;0,003935997;3,719735438;253,0652137;0,043056708;0,000506087;0,000632426;0,118929123;0,1486185;0,013785571;0;0;0;1,666666667;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
2,200460529;2,096441244;1,04438438;0,094763732;7,036275801;3,058007208;0,383358287;0,427568105;0,129578354;0,114713914;0,243217859;0,121378219;0,066217848;7,717338322;1,007584953;0,054905279;0,007527855;1038,5616;257284;3568613;0,885286086;1,739749232;0,129578354;0,144312498;0,051544116;0,064310228;0,057784635;0,072096358;0,126112839;0;0;0;1,5;117680,8919;111,4;105,9;107,2;109,2;5,2;6;940,5997274;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,927886606;1,147329043;0,027504439;0,694294518;2,938356644;1,670406575;1,517155762;6,739025812;3,414085879;0,773452527;0,11784226;0,911728048;0,438812242;0,292904173;2,566471761;0,15166312;0,610360022;2,325624398;89297;273011;0,226547473;4,023055121;3,414085879;0,217324862;0,036163428;0,079696092;0,148418928;0,186439374;0,062810969;0;0;0;0;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,006860768;0,944899875;0,078140759;0,061960892;11,99248299;10,78212268;10,68198689;698,0632979;55,04958451;0,982158655;0,0113327;0,988897017;0,006738362;0,018165441;1,606896552;0,006814018;0,377682403;1,185371809;53401;10951;0,017841345;1,102469065;55,04958451;0,022251092;0,010268832;0,08693182;0,576020455;0,76257876;0,009265453;0;0;0;0,11627907;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,112840171;0,744496016;0,023171881;0,317429158;1,929472527;1,045595366;0,961124328;5,702199862;6,172047311;0,860569799;0,126741074;0,93699082;0,095009335;0,162020793;2,212855339;0,081560053;0,548095177;2,564230595;186417;375048;0,139430201;13,76520945;6,172047311;0,223603555;0,046339743;0,090747386;0,253815512;0,303209189;0,074874606;0;0;0;2,666666667;117680,8919;111,4;105,9;107,2;109,2;5,2;6;1030,637623;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
2,206727076;1,601190674;0,501927891;0,490980634;5,072265981;2,438583353;1,162921229;5,051587931;2,835327498;0,739266073;0,203919361;0,504922995;0,276112192;0,352692943;0,526653277;-0,46411647;-0,898782451;2,267293923;229890;527073;0,260733927;2,004149578;2,835327498;0,249756824;0,057942519;0,143402869;0,176233653;0,287750838;0,137481588;0;0;0;6;117680,8919;111,4;105,9;107,2;109,2;5,2;6;8874,948651;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,218342508;1,21683735;0,047829121;0;23,75945459;23,15934475;22,96968992;114,5758447;4,33488069;0,812554383;0,187430536;0,989964033;0,177414174;0,230686857;18,67738542;0,179208177;0,946459316;1038,5616;146214;124298;0,187445617;0,439749773;4,33488069;0,012350739;0,182685353;0,228417617;0,940803553;1,176318203;0,009451899;0;0;0;3;117680,8919;111,4;105,9;107,2;109,2;5,2;6;940,5997274;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,559327134;0,263183478;0,000282507;0,263275471;2,4676183;0,715910299;0,651809831;-2,987329932;-2,835837291;1,544710582;-0,544719676;0,857023987;-0,675217049;-0,35262954;-3,809803971;-0,802412308;1,262480697;-462,8953252;-455489;-598985;-0,544710582;15,44142796;-2,835837291;-0,208441543;-0,159960216;-0,226739816;0,536470863;0,762077514;-0,30989861;0;0;0;3,181818182;106455,172;106,5;103,7;104,9;112,3;5,5;5,3;105,3189514;0;0;9,466666667;11,48333333;0,032309052;0,138188609;1436,184167;-0,009019002;1415,2975;-0,044642064;108,2583333;-0,029087757;53;-0,018518519;2;1;1
1,126889145;0,715041793;0,047779384;0,411284141;2,281813948;1,427357509;1,159281803;4,772780353;3,187055112;0,761168656;0,171994957;0,787807974;0,088708176;0,313769284;1,125543445;0,033814481;0,111540293;1038,5616;15116;343415;0,238831344;4,740062391;3,187055112;0,040576175;0,000643987;0,021875289;0,001295808;0,08996548;0,038993949;1;0;0;2,076923077;117680,8919;111,4;105,9;107,2;109,2;5,2;6;893,7803808;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,875254755;0,472393003;0,008648947;0,39487517;19,06444983;8,170370449;3,603443549;9,777208764;1,097496027;0,523241052;0,08209442;0,380941469;-0,054293492;0,91116503;0,770135495;-0,373547104;-0,298472809;1,007571345;22490;257990;0,476758948;1,82983228;1,097496027;0,077624159;7,93E-05;0,052469802;0,000131788;0,000655064;-0,005251419;0;0;0;1,25;117680,8919;111,4;105,9;107,2;109,2;5,2;6;673,0399251;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;2;1;1
1,010092372;0,588321379;0,203356497;0,413447638;3,490640363;1,297025076;1,296450207;163,8146689;94,65018334;0,989545237;0,01045118;0,999532096;0,009986859;0,01056522;22,36091954;0,009991892;0,95527912;1,996285777;27411;29180;0,010454763;8,525958197;94,65018334;0,012283896;0,003635486;0,009141575;0,373577793;0,468798191;0,003017181;0;0;0;0,333333333;117680,8919;111,4;105,9;107,2;109,2;5,2;6;673,0399251;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,823916542;0,74087395;0,002832049;0,072179354;1,648493736;1,419567812;0,530985662;2,094095583;2,33012509;0,69971098;0,079201487;0,398013462;-0,085061512;0,429161509;0,498830125;-0,758008325;-1,004690473;3,530594326;542843;1263412;0,30028902;10,54680468;2,33012509;-0,084839313;0,001068633;0,124645501;0,003683676;0,307966839;-0,092704281;1;0;0;0,097560976;117680,8919;111,4;105,9;107,2;109,2;5,2;6;940,5997274;0;1;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
19,19374047;16,86528857;11,90479187;1,890438038;4,724817986;1,561449722;1,432230114;1,511653341;0,049717733;0,047362954;0,9093688;0,909072253;0,861709299;20,11354779;10,47685751;0,947899681;0,904551532;512,3578947;340718;2492853;0,952637046;0,397943695;0,049717733;-0,062730673;0,100946355;0,130569059;0,105669287;0,136411172;-0,123067398;0;0;0;0,21875;117680,8919;111,4;105,9;107,2;109,2;5,2;6;9682,565876;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
2,082383592;0,981655641;0,005368956;1,100727951;9,900493519;4,365140611;4,148068404;8,094295296;0,853319907;0,460427746;0,539548734;0,958787183;0,498359437;1,171893438;13,09234106;0,51978108;0,923619466;195;71175;229404;0,539572254;1,442953206;0,853319907;0,141401904;0,144118962;0,181355831;0,246556294;0,308669422;0,013599901;0;0;0;0,25;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,577742139;0,986424166;0,224998455;0,571692888;0,92303512;0,397019599;0,39693366;1,086476213;1,73821783;0,63479896;-0,003944861;1;0,366182866;0,575301888;39,66627765;0,36520104;1;0,89748733;84117;811247;0,36520104;19,05587061;1,73821783;0,015245515;-0,004301435;0,037658601;-0,011843495;-0,011843495;-0,035574429;0;0;0;21,5;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;2;1;1
1,340671083;0,90280319;0,018698968;0,428579871;6,616810843;4,276833812;2,402246111;4,525290764;0,786753946;0,440325848;0,481813194;0,56368165;0,143234266;1,27104542;1,282719722;0,218839486;0,220406467;7,181872155;145160;563096;0,559674152;2,17659607;0,786753946;0,333239389;0,09832788;0,149521004;0,169527043;0,221894668;0,11234977;0;0;0;0,4;117680,8919;111,4;105,9;107,2;109,2;5,2;6;387,4626729;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,902266762;0,205575901;0,041741222;0,685181196;9,521457504;1,564652859;1,421818148;340,1925406;246,1699134;0,9959542;0,004023907;0,898616371;-0,097337829;0,004062235;0,03990585;-0,10831967;-24,05898268;1,252101758;11468000;1848000;0,0040458;10,23078307;246,1699134;0,141331759;0,001489521;0,030557824;0,302489177;1,249458874;0,034419557;0;0;0;2,083333333;117680,8919;111,4;105,9;107,2;109,2;5,2;6;85,08877767;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,539648935;1,080871211;0,028001131;0,458484082;4,630576862;3,259559703;3,210466425;8,818126011;1,754555805;0,636965061;0,362988757;0,980702577;0,343737516;0,569944824;18,81261218;0,350501288;0,946844171;5,335543627;50693;157217;0,363034939;2,633592596;1,754555805;0,135432024;0,075001373;0,129484201;0,186767334;0,262007289;0,028157461;0;0;0;0;117680,8919;111,4;105,9;107,2;109,2;5,2;6;44,2318531;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
0,583143488;0,127624544;0,013365117;0,451328037;4,7034595;1,301932095;0,48749625;1,55963013;1,278569985;0,561128249;0,250766202;0,26405402;-0,188757382;0,782123788;0,59633691;-1,125050956;-0,67690442;4,513060818;90532;440331;0,438871751;10,71885777;1,278569985;0,344358835;0,059016972;0,086772412;0,139835714;0,16004324;0,185042606;0;0;0;1,588235294;117680,8919;111,4;105,9;107,2;109,2;5,2;6;8128,817064;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
1,144784231;1,064990098;0,00135183;0,078855085;1,559301961;1,409892339;1,408518798;9,12269171;6,873969174;0,872999249;0,123430917;0,999395774;0,126396525;0,145476358;210,1873874;0,126472943;0,995242341;11,90619308;13073;116655;0,127000751;9,393810295;6,873969174;0,020619717;0,012016492;0,017975924;0,074913206;0,102654002;0,020203134;0;0;0;2;117680,8919;111,4;105,9;107,2;109,2;5,2;6;85,08877767;0;0;11,135;11,64666667;0,230513558;0,204003813;1424,385;-0,008215636;1166,804167;-0,175576749;97,28666667;-0,101347086;49;-0,075471698;0;0;0
